time	V(n005)
Step Information: L=25m Duty=0.5m  (Run: 1/44)
5.016139157989078e-04	2.047373e-01
5.016769264746248e-04	2.046595e-01
5.017158772743979e-04	2.043362e-01
5.017366750653652e-04	2.036652e-01
5.017569383474294e-04	2.026148e-01
5.017766808389642e-04	2.015766e-01
5.017956934991663e-04	2.005604e-01
5.018337188195704e-04	1.982167e-01
5.018799267867823e-04	1.933170e-01
5.019159211048462e-04	1.844992e-01
5.019408034488079e-04	1.387245e-01
5.019659464127611e-04	1.761772e-02
5.019662076367227e-04	1.372262e-02
5.019667300846457e-04	3.813014e-03
5.019677749804915e-04	-6.151869e-03
5.019691118163657e-04	-9.743867e-03
5.019708749714126e-04	-1.060124e-02
5.019744012815062e-04	-1.102761e-02
5.019814539016932e-04	-1.066169e-02
5.019858947596257e-04	-1.023748e-02
5.019911182841349e-04	-9.724515e-03
5.019999999999998e-04	-8.723453e-03
5.020008881715862e-04	-8.738847e-03
5.020026645147593e-04	-8.593482e-03
5.020062172011053e-04	-8.175911e-03
5.020133225737973e-04	-7.408298e-03
5.020275333191811e-04	-6.120687e-03
5.020559548099489e-04	-4.162114e-03
5.020893510339901e-04	-2.568946e-03
5.021210259395076e-04	-1.612698e-03
5.021552035722003e-04	-9.765708e-04
5.021868839445367e-04	-6.109526e-04
5.022201630505325e-04	-3.748103e-04
5.022520083427661e-04	-2.343251e-04
5.022851699894638e-04	-1.439796e-04
5.023172594539188e-04	-8.969392e-05
5.023502486220278e-04	-5.522619e-05
5.023824243109141e-04	-3.437106e-05
5.024153281104860e-04	-2.118868e-05
5.024475419491341e-04	-1.318446e-05
5.024804668592490e-04	-8.126279e-06
5.025125894990955e-04	-5.065782e-06
5.025457151034720e-04	-3.114508e-06
5.025774898782306e-04	-1.952655e-06
5.026112528072836e-04	-1.189511e-06
5.026421038341997e-04	-7.543219e-07
5.026784140260761e-04	-4.634916e-07
5.027178406999682e-04	-2.548258e-07
5.027755791145072e-04	-1.286455e-07
5.028358125291684e-04	-4.856197e-08
5.029427972305760e-04	-2.619621e-08
5.030652148516786e-04	-6.133026e-09
5.033100500938840e-04	-1.494097e-08
5.037556020604365e-04	-9.647920e-09
5.046467059935415e-04	-1.262651e-08
5.064289138597513e-04	-1.114419e-08
7.657548239866894e-04	-1.190188e-08
1.019661073986689e-03	-1.221065e-08
1.254036073986690e-03	-1.255762e-08
1.488411073986690e-03	-1.297281e-08
1.722786073986690e-03	-1.347212e-08
1.957161073986690e-03	-1.407784e-08
2.172004823986690e-03	-1.476224e-08
2.386848573986691e-03	-1.557032e-08
2.601692323986691e-03	-1.659942e-08
2.797004823986691e-03	-1.774606e-08
2.992317323986689e-03	-1.918329e-08
3.168098573986686e-03	-2.078332e-08
3.343879823986682e-03	-2.292109e-08
3.500129823986679e-03	-2.534625e-08
3.636848573986676e-03	-2.801062e-08
3.773567323986673e-03	-3.172477e-08
3.890754823986670e-03	-3.588184e-08
4.007942323986668e-03	-4.155413e-08
4.105598573986666e-03	-4.778531e-08
4.183723573986664e-03	-5.484412e-08
4.261848573986662e-03	-6.459868e-08
4.320442323986661e-03	-7.570588e-08
4.339973573986661e-03	-7.889844e-08
4.359504823986660e-03	-8.514280e-08
4.379036073986660e-03	-8.882080e-08
4.398567323986659e-03	-9.664996e-08
4.418098573986659e-03	-1.019980e-07
4.437629823986659e-03	-1.122471e-07
4.457161073986658e-03	-1.191338e-07
4.476692323986658e-03	-1.339054e-07
4.496223573986657e-03	-1.435531e-07
4.515754823986657e-03	-1.658263e-07
4.535286073986657e-03	-1.801670e-07
4.554817323986656e-03	-2.170500e-07
4.574348573986656e-03	-2.400493e-07
4.593879823986655e-03	-3.104569e-07
4.613411073986655e-03	-3.499213e-07
4.632942323986654e-03	-5.175980e-07
4.652473573986654e-03	-5.571983e-07
4.672004823986654e-03	-1.199786e-06
4.685000100122451e-03	-3.353712e-07
4.694702115068215e-03	-8.702207e-07
4.701257616969112e-03	-2.690131e-07
4.704810162544914e-03	-2.220893e-08
4.706792557237635e-03	-2.910797e-07
4.709183175806757e-03	-2.414402e-07
4.711539617972516e-03	-2.014445e-07
4.713769603805128e-03	-1.428319e-07
4.716336231737710e-03	-1.238721e-07
4.719152201052513e-03	-6.907403e-08
4.722518769419500e-03	-4.818823e-08
4.725683150109089e-03	-2.987907e-08
4.728677886940512e-03	-1.653548e-08
4.731414837008042e-03	-8.636168e-09
4.734211978388731e-03	-6.884952e-09
4.736857256191298e-03	-3.890106e-09
4.739388176785417e-03	-5.605411e-09
4.742048269033473e-03	-2.333393e-09
4.744484902379940e-03	-3.894931e-09
4.747098152444906e-03	-2.583041e-09
4.756023713156844e-03	-4.931888e-09
4.757515101952626e-03	-5.062672e-09
4.759544039326612e-03	-2.164164e-09
4.760979216040241e-03	-1.982762e-09
4.762542260127515e-03	-4.620656e-10
4.763747020259836e-03	-1.436360e-09
4.765004973614273e-03	6.369932e-10
4.766036781866197e-03	-1.061881e-09
4.767087187763925e-03	9.256779e-10
4.768080619163125e-03	-8.283605e-10
4.769030474908638e-03	3.329077e-10
4.772096020102618e-03	3.184689e-11
4.773218493857316e-03	-6.121924e-10
4.774507756267697e-03	1.857993e-10
4.775859227813658e-03	-8.087059e-10
4.777490141753361e-03	3.304606e-11
4.783238930262809e-03	-8.987794e-10
4.847561009353654e-03	5.027319e-10
4.907521222696849e-03	1.780307e-10
4.949880665660167e-03	-1.200286e-09
4.954613563419844e-03	-1.862496e-10
4.962898625950461e-03	-5.803767e-10
4.985790941870478e-03	4.691914e-10
4.993051777271480e-03	6.664433e-09
4.994051777271480e-03	3.874144e-09
4.996051777271480e-03	7.806560e-08
4.996145933642838e-03	4.100154e-08
4.996334246385553e-03	-6.533146e-09
4.996558204596745e-03	2.402292e-09
4.996798513750214e-03	-1.090750e-08
4.997164356246918e-03	1.906618e-09
4.997566113542760e-03	-4.728264e-09
4.998102094206405e-03	2.893045e-09
4.999188976956491e-03	8.933233e-09
5.000000000000000e-03	2.337608e-05
5.000001870637832e-03	8.766993e-05
5.000005611913497e-03	2.404990e-04
5.000008363754946e-03	3.566474e-04
5.000011120689103e-03	4.672915e-04
5.000015912073140e-03	6.483579e-04
5.000021835322710e-03	8.551586e-04
5.000030674669262e-03	1.131336e-03
5.000042059863136e-03	1.437225e-03
5.000058675741180e-03	1.799387e-03
5.000081486065031e-03	2.170975e-03
5.000115832387736e-03	2.538715e-03
5.000168090403493e-03	2.844091e-03
5.000244504938163e-03	3.031204e-03
5.000345726046486e-03	3.328407e-03
5.000378904891807e-03	4.213071e-03
5.000396347247125e-03	5.993166e-03
5.000408512711225e-03	8.330232e-03
5.000420383873638e-03	1.074593e-02
5.000433391878908e-03	1.246324e-02
5.000444733979870e-03	1.310273e-02
5.000457724293437e-03	1.335743e-02
5.000477791258284e-03	1.356847e-02
5.000514447061496e-03	1.375859e-02
5.000564992186858e-03	1.382469e-02
5.000572498078703e-03	1.381322e-02
5.000587509862394e-03	1.390197e-02
5.000617533429774e-03	1.464638e-02
5.000641585988895e-03	1.556537e-02
5.000670838239862e-03	1.678111e-02
5.000690501517709e-03	1.672948e-02
5.000697698642070e-03	1.619258e-02
5.000704609431043e-03	1.576638e-02
5.000706629409700e-03	1.553637e-02
5.000707278018087e-03	1.548019e-02
5.000707592707266e-03	1.550011e-02
5.000707925505182e-03	1.549708e-02
5.000708282052951e-03	1.546989e-02
5.000708995148488e-03	1.543338e-02
5.000710421339562e-03	1.535014e-02
5.000712528285957e-03	1.523106e-02
5.000716742178745e-03	1.499862e-02
5.000725169964322e-03	1.455322e-02
5.000733188551628e-03	1.415572e-02
5.000748812745697e-03	1.344625e-02
5.000766157702637e-03	1.275392e-02
5.000800847616516e-03	1.161607e-02
5.000849377216955e-03	1.038770e-02
5.000902940799122e-03	9.460555e-03
5.001000000000000e-03	8.313656e-03
5.001009705920088e-03	7.818163e-03
5.001029117760263e-03	6.892874e-03
5.001048554915116e-03	6.067094e-03
5.001069804470386e-03	5.307898e-03
5.001112303580926e-03	4.113932e-03
5.001175410085565e-03	2.827110e-03
5.001242651005531e-03	1.927411e-03
5.001315055162447e-03	1.347140e-03
5.001398855061403e-03	9.766042e-04
5.001504588996592e-03	7.550948e-04
5.001639205459594e-03	6.641177e-04
5.001835917340809e-03	6.794867e-04
5.002116764980256e-03	7.875633e-04
5.002664898543236e-03	1.045221e-03
5.003761165669194e-03	1.570530e-03
5.005953699921112e-03	2.620135e-03
5.019108905432617e-03	8.886369e-03
5.056180429447957e-03	2.632659e-02
5.095242929447956e-03	4.435716e-02
5.153836679447955e-03	7.072414e-02
5.231961679447953e-03	1.046509e-01
5.329617929447951e-03	1.451624e-01
5.446805429447948e-03	1.911320e-01
5.482468750000000e-03	2.045920e-01
5.501000000000000e-03	2.114784e-01
5.501100000000000e-03	2.090406e-01
5.501300000000000e-03	2.059056e-01
5.501446505736206e-03	2.049511e-01
5.501556880033005e-03	2.047927e-01
5.501634620801342e-03	2.047382e-01
5.501685297787211e-03	2.046528e-01
5.501717250737330e-03	2.043753e-01
5.501734799120081e-03	2.037921e-01
5.501750774077415e-03	2.029379e-01
5.501766169056524e-03	2.021285e-01
5.501782052629017e-03	2.012992e-01
5.501813143997556e-03	1.995623e-01
5.501853502095046e-03	1.967141e-01
5.501889255291371e-03	1.918895e-01
5.501922106325381e-03	1.815960e-01
5.501946946749591e-03	1.268125e-01
5.501963901498108e-03	1.797978e-02
5.501964067499207e-03	1.567952e-02
5.501964399501404e-03	9.576135e-03
5.501965063505798e-03	6.821784e-04
5.501966172364459e-03	-5.927987e-03
5.501967409373535e-03	-8.463522e-03
5.501969883391687e-03	-1.015210e-02
5.501974831427990e-03	-1.087754e-02
5.501984727500597e-03	-1.027829e-02
5.502000000000000e-03	-8.959596e-03
5.502001527249940e-03	-8.706985e-03
5.502004581749821e-03	-8.307279e-03
5.502010690749582e-03	-7.629783e-03
5.502022908749104e-03	-6.465581e-03
5.502047344748150e-03	-4.647166e-03
5.502079730960286e-03	-2.935636e-03
5.502111950738896e-03	-1.834499e-03
5.502146859556720e-03	-1.097759e-03
5.502178459991650e-03	-6.863918e-04
5.502211657233602e-03	-4.216027e-04
5.502243379596787e-03	-2.641293e-04
5.502276621429491e-03	-1.621471e-04
5.502308701060384e-03	-1.010129e-04
5.502341713459506e-03	-6.217416e-05
5.502373880681271e-03	-3.869770e-05
5.502406757780215e-03	-2.386632e-05
5.502439030298167e-03	-1.483767e-05
5.502471843178954e-03	-9.160356e-06
5.502504152948204e-03	-5.695308e-06
5.502536956648877e-03	-3.518706e-06
5.502569220607236e-03	-2.192102e-06
5.502602134250250e-03	-1.354467e-06
5.502634179023975e-03	-8.490879e-07
5.502667475076612e-03	-5.238423e-07
5.502698892395741e-03	-3.334024e-07
5.502733307497399e-03	-2.053495e-07
5.502764907662480e-03	-1.310591e-07
5.502805387610654e-03	-8.090606e-08
5.502846137281738e-03	-4.540024e-08
5.502915742181917e-03	-2.608890e-08
5.502980191579164e-03	-1.335684e-08
5.503109090373658e-03	-1.318489e-08
5.503251076618353e-03	-9.791090e-09
5.503535049107742e-03	-1.258006e-08
5.504102994086520e-03	-1.116348e-08
5.754159332770756e-03	-1.188681e-08
6.008065582770751e-03	-1.219797e-08
6.242440582770746e-03	-1.254227e-08
6.476815582770741e-03	-1.295444e-08
6.711190582770736e-03	-1.345046e-08
6.945565582770731e-03	-1.405130e-08
7.160409332770726e-03	-1.471494e-08
7.375253082770722e-03	-1.553144e-08
7.590096832770717e-03	-1.652688e-08
7.785409332770713e-03	-1.765557e-08
7.980721832770710e-03	-1.906858e-08
8.156503082770706e-03	-2.068919e-08
8.332284332770702e-03	-2.273100e-08
8.488534332770699e-03	-2.509898e-08
8.625253082770696e-03	-2.780990e-08
8.761971832770693e-03	-3.129395e-08
8.879159332770691e-03	-3.530585e-08
8.996346832770688e-03	-4.074900e-08
9.094003082770686e-03	-4.713002e-08
9.172128082770684e-03	-5.397311e-08
9.250253082770683e-03	-6.338661e-08
9.308846832770681e-03	-7.278476e-08
9.367440582770680e-03	-8.658725e-08
9.406503082770679e-03	-9.881774e-08
9.426034332770679e-03	-1.055755e-07
9.465096832770678e-03	-1.243997e-07
9.484628082770678e-03	-1.380730e-07
9.504159332770677e-03	-1.513348e-07
9.523690582770677e-03	-1.720763e-07
9.543221832770676e-03	-1.926541e-07
9.562753082770676e-03	-2.272935e-07
9.582284332770676e-03	-2.626479e-07
9.601815582770675e-03	-3.294033e-07
9.621346832770675e-03	-3.983495e-07
9.640878082770674e-03	-5.524402e-07
9.660409332770674e-03	-6.602017e-07
9.679940582770673e-03	-9.240072e-07
9.694839494584977e-03	-5.166180e-08
9.700659337394675e-03	-3.967752e-07
9.703734890204440e-03	-5.490025e-07
9.706406249485218e-03	-3.147795e-07
9.708712459581308e-03	-2.348508e-07
9.710818944818237e-03	-1.846505e-07
9.712743180690823e-03	-1.458817e-07
9.714573950398750e-03	-1.121130e-07
9.716384136692489e-03	-9.199496e-08
9.718244636281140e-03	-6.526514e-08
9.720263893421680e-03	-5.446207e-08
9.722584860102575e-03	-3.287299e-08
9.725438108203931e-03	-2.446143e-08
9.728561974468541e-03	-1.413752e-08
9.731404471150142e-03	-8.551931e-09
9.734145879606877e-03	-4.949632e-09
9.736815524042347e-03	-3.641969e-09
9.739494760888097e-03	-1.568602e-09
9.744820909883455e-03	-2.121648e-10
9.757264101065782e-03	-6.307830e-10
9.965369028569832e-03	-9.026293e-12
9.980468749999999e-03	2.308622e-09
9.983468749999998e-03	-2.647216e-10
9.988861857420761e-03	-2.936417e-10
9.993098709754553e-03	-3.043755e-09
9.995253974412276e-03	4.599204e-10
9.997126313789701e-03	9.527430e-09
9.997884377343731e-03	-2.758194e-09
9.998895128749102e-03	-6.246944e-08
9.998938270083815e-03	-3.271119e-08
9.999024552753245e-03	1.624145e-08
9.999197118092103e-03	-3.191762e-09
9.999412651866966e-03	-4.797638e-09
9.999568932450277e-03	5.579028e-09
9.999687438833376e-03	-1.296704e-08
9.999762987233797e-03	-4.438737e-09
9.999848903199157e-03	1.361809e-08
9.999999999999998e-03	8.262058e-06
1.000000064977101e-02	2.889546e-05
1.000000194931304e-02	8.167932e-05
1.000000336758205e-02	1.449054e-04
1.000000478208069e-02	2.069247e-04
1.000000686096063e-02	2.954784e-04
1.000000886598498e-02	3.781981e-04
1.000001267295712e-02	5.281895e-04
1.000001723687486e-02	6.971231e-04
1.000002434613457e-02	9.381431e-04
1.000003325864039e-02	1.206172e-03
1.000004640747723e-02	1.541331e-03
1.000006394255374e-02	1.897249e-03
1.000008998395556e-02	2.280212e-03
1.000012767206767e-02	2.628361e-03
1.000018860501149e-02	2.913886e-03
1.000026953076108e-02	3.066065e-03
1.000031298856444e-02	3.091336e-03
1.000033888090139e-02	3.118535e-03
1.000035957909800e-02	3.260507e-03
1.000037590862409e-02	3.719107e-03
1.000038849770578e-02	4.685643e-03
1.000039822322462e-02	6.145538e-03
1.000040707835954e-02	8.045667e-03
1.000041630889518e-02	1.006248e-02
1.000042994076893e-02	1.214194e-02
1.000044312644855e-02	1.305645e-02
1.000045719736662e-02	1.337099e-02
1.000047494788333e-02	1.355810e-02
1.000051018738031e-02	1.374564e-02
1.000056910396169e-02	1.381982e-02
1.000057623733705e-02	1.382159e-02
1.000059050408776e-02	1.394604e-02
1.000061903758920e-02	1.469610e-02
1.000064380703312e-02	1.566064e-02
1.000067393042314e-02	1.687075e-02
1.000069131930580e-02	1.671247e-02
1.000069789027209e-02	1.618070e-02
1.000070417856547e-02	1.580142e-02
1.000070592702738e-02	1.560689e-02
1.000070655311598e-02	1.553690e-02
1.000070687758700e-02	1.554537e-02
1.000070728371287e-02	1.553938e-02
1.000070767718540e-02	1.551176e-02
1.000070846413047e-02	1.547099e-02
1.000071003802061e-02	1.537873e-02
1.000071245330818e-02	1.524199e-02
1.000071728388333e-02	1.497562e-02
1.000072570626203e-02	1.453152e-02
1.000073391556354e-02	1.412552e-02
1.000074871001539e-02	1.345426e-02
1.000076578303036e-02	1.277171e-02
1.000079992906029e-02	1.164356e-02
1.000084656368541e-02	1.045882e-02
1.000090673074976e-02	9.416720e-03
1.000100000000000e-02	8.317752e-03
1.000100932692502e-02	7.838772e-03
1.000102798077507e-02	6.944601e-03
1.000104734043230e-02	6.116269e-03
1.000106847845490e-02	5.354037e-03
1.000111075450011e-02	4.152987e-03
1.000117292863449e-02	2.868616e-03
1.000124053822595e-02	1.950119e-03
1.000131248081156e-02	1.361835e-03
1.000139469614632e-02	9.884100e-04
1.000149723571931e-02	7.637114e-04
1.000162757650044e-02	6.666023e-04
1.000181626157007e-02	6.738418e-04
1.000208236313110e-02	7.721527e-04
1.000259039912996e-02	1.009418e-03
1.000358502396263e-02	1.485917e-03
1.000557427362796e-02	2.438407e-03
1.000955277295863e-02	4.339613e-03
1.001750977161997e-02	8.127327e-03
1.005295501894266e-02	2.482111e-02
1.009201751894265e-02	4.288202e-02
1.015061126894265e-02	6.929336e-02
1.022873626894265e-02	1.032772e-01
1.032639251894265e-02	1.438569e-01
1.034592376894265e-02	1.517280e-01
1.046311126894265e-02	1.973085e-01
1.048264251894265e-02	2.046559e-01
1.048564251894265e-02	2.057757e-01
1.050100000000000e-02	2.114782e-01
1.050110000000000e-02	2.090405e-01
1.050130000000000e-02	2.059054e-01
1.050144650564261e-02	2.049509e-01
1.050155687997479e-02	2.047926e-01
1.050163462075712e-02	2.047380e-01
1.050168529776352e-02	2.046526e-01
1.050171725072753e-02	2.043752e-01
1.050173479911962e-02	2.037919e-01
1.050175077402477e-02	2.029378e-01
1.050176616894064e-02	2.021283e-01
1.050178205249165e-02	2.012991e-01
1.050181314356395e-02	1.995622e-01
1.050185350141065e-02	1.967141e-01
1.050188925440999e-02	1.918896e-01
1.050192210570959e-02	1.815962e-01
1.050194694607163e-02	1.268141e-01
1.050196390185018e-02	1.797933e-02
1.050196406786353e-02	1.567885e-02
1.050196439989023e-02	9.574948e-03
1.050196506394363e-02	6.807300e-04
1.050196617282848e-02	-5.928880e-03
1.050196740991059e-02	-8.464098e-03
1.050196988407480e-02	-1.015239e-02
1.050197483240323e-02	-1.087758e-02
1.050198472906010e-02	-1.027816e-02
1.050200000000000e-02	-8.959625e-03
1.050200152709399e-02	-8.707020e-03
1.050200458128197e-02	-8.307343e-03
1.050201068965793e-02	-7.629906e-03
1.050202290640985e-02	-6.465789e-03
1.050204733991369e-02	-4.647475e-03
1.050207972542761e-02	-2.935876e-03
1.050211194554398e-02	-1.834644e-03
1.050214685482562e-02	-1.097837e-03
1.050217845522398e-02	-6.864406e-04
1.050221165240949e-02	-4.216330e-04
1.050224337469505e-02	-2.641486e-04
1.050227661657904e-02	-1.621589e-04
1.050230869619902e-02	-1.010203e-04
1.050234170862465e-02	-6.217866e-05
1.050237387582143e-02	-3.870051e-05
1.050240675293787e-02	-2.386805e-05
1.050243902543871e-02	-1.483875e-05
1.050247183833886e-02	-9.161019e-06
1.050250414808801e-02	-5.695721e-06
1.050253695181498e-02	-3.518959e-06
1.050256921573858e-02	-2.192261e-06
1.050260212943602e-02	-1.354564e-06
1.050263417413233e-02	-8.491489e-07
1.050266747032085e-02	-5.238783e-07
1.050269888745300e-02	-3.334257e-07
1.050273330293152e-02	-2.053640e-07
1.050276490489982e-02	-1.310638e-07
1.050280538925689e-02	-8.090532e-08
1.050284614307452e-02	-4.539645e-08
1.050291575756841e-02	-2.608617e-08
1.050298021788259e-02	-1.335419e-08
1.050310913851095e-02	-1.318466e-08
1.050325116575772e-02	-9.791013e-09
1.050353522025127e-02	-1.258006e-08
1.050410332923837e-02	-1.116344e-08
1.075416983643873e-02	-1.188687e-08
1.100807608643873e-02	-1.219797e-08
1.124245108643872e-02	-1.254222e-08
1.147682608643872e-02	-1.295444e-08
1.171120108643871e-02	-1.345046e-08
1.194557608643871e-02	-1.405130e-08
1.216041983643870e-02	-1.471494e-08
1.237526358643870e-02	-1.553161e-08
1.259010733643869e-02	-1.652694e-08
1.278541983643869e-02	-1.765562e-08
1.298073233643868e-02	-1.906864e-08
1.315651358643868e-02	-2.068930e-08
1.333229483643868e-02	-2.273117e-08
1.348854483643867e-02	-2.509915e-08
1.362526358643867e-02	-2.781019e-08
1.376198233643867e-02	-3.129435e-08
1.387916983643867e-02	-3.530624e-08
1.399635733643866e-02	-4.074968e-08
1.409401358643866e-02	-4.713081e-08
1.417213858643866e-02	-5.397436e-08
1.425026358643866e-02	-6.338826e-08
1.430885733643866e-02	-7.278692e-08
1.436745108643865e-02	-8.659055e-08
1.440651358643865e-02	-9.882194e-08
1.442604483643865e-02	-1.055801e-07
1.446510733643865e-02	-1.244060e-07
1.448463858643865e-02	-1.380813e-07
1.450416983643865e-02	-1.513442e-07
1.452370108643865e-02	-1.720891e-07
1.454323233643865e-02	-1.926691e-07
1.456276358643865e-02	-2.273156e-07
1.458229483643865e-02	-2.626747e-07
1.460182608643865e-02	-3.294475e-07
1.462135733643865e-02	-3.984044e-07
1.464088858643865e-02	-5.525432e-07
1.466041983643865e-02	-6.602725e-07
1.467995108643865e-02	-9.240889e-07
1.469484769784732e-02	-5.079722e-08
1.470066301603415e-02	-3.959285e-07
1.470373690916739e-02	-5.486878e-07
1.470640646325018e-02	-3.148468e-07
1.470871071053357e-02	-2.349284e-07
1.471081543880432e-02	-1.847460e-07
1.471273789929512e-02	-1.459921e-07
1.471456690521305e-02	-1.122257e-07
1.471637533595010e-02	-9.211463e-08
1.471823402114361e-02	-6.537312e-08
1.472025139123892e-02	-5.456466e-08
1.472257035728096e-02	-3.295598e-08
1.472542146381678e-02	-2.453932e-08
1.472854759365226e-02	-1.417892e-08
1.473139007808849e-02	-8.576866e-09
1.473413250392780e-02	-4.967322e-09
1.473680146918890e-02	-3.653110e-09
1.473948134536634e-02	-1.576678e-09
1.474480753081267e-02	-2.166172e-10
1.475725280242753e-02	-6.299882e-10
1.496910712494664e-02	-6.088707e-11
1.498046875000000e-02	2.258916e-09
1.498346874999999e-02	-2.406768e-10
1.499408276271010e-02	-1.296333e-09
1.499607492919072e-02	-1.331287e-09
1.499707492919071e-02	2.651094e-10
1.499800000000000e-02	-1.564055e-08
1.499844957514424e-02	4.758325e-09
1.499904900866989e-02	6.315499e-09
1.499930586527687e-02	-4.609510e-09
1.499948628678605e-02	2.804310e-09
1.499963915698162e-02	-3.226834e-08
1.499969425960886e-02	-2.532594e-08
1.499980446486332e-02	1.098505e-08
1.500000000000000e-02	8.467464e-06
1.500000085037841e-02	3.776024e-05
1.500000255113523e-02	1.084396e-04
1.500000381352309e-02	1.643706e-04
1.500000563931287e-02	2.436674e-04
1.500000745471326e-02	3.200867e-04
1.500001031491634e-02	4.362071e-04
1.500001418096161e-02	5.852057e-04
1.500001986276645e-02	7.890896e-04
1.500002736897562e-02	1.033045e-03
1.500003798004318e-02	1.334116e-03
1.500005238885063e-02	1.673324e-03
1.500007304122846e-02	2.048111e-03
1.500010264254984e-02	2.419427e-03
1.500014791572577e-02	2.750899e-03
1.500021776823727e-02	2.983725e-03
1.500030896081882e-02	3.089278e-03
1.500034119998041e-02	3.148763e-03
1.500036656789490e-02	3.451537e-03
1.500038345418827e-02	4.270179e-03
1.500039570625426e-02	5.742433e-03
1.500040549116678e-02	7.678921e-03
1.500041503774199e-02	9.786746e-03
1.500042806888099e-02	1.193106e-02
1.500044109103176e-02	1.296309e-02
1.500045537214924e-02	1.334133e-02
1.500047115862000e-02	1.352293e-02
1.500050273156153e-02	1.372566e-02
1.500055520304085e-02	1.379794e-02
1.500059231575631e-02	1.413445e-02
1.500063967747647e-02	1.551892e-02
1.500066813026206e-02	1.631316e-02
1.500070090755704e-02	1.595496e-02
1.500070909757610e-02	1.551071e-02
1.500071547111078e-02	1.515712e-02
1.500071905572057e-02	1.492514e-02
1.500072095804830e-02	1.486389e-02
1.500072167564136e-02	1.482046e-02
1.500072197065602e-02	1.477343e-02
1.500072219876826e-02	1.476141e-02
1.500072246209125e-02	1.476073e-02
1.500072280977664e-02	1.473967e-02
1.500072350514742e-02	1.470443e-02
1.500072464181571e-02	1.464461e-02
1.500072691515229e-02	1.452764e-02
1.500073146182544e-02	1.430030e-02
1.500074055517175e-02	1.386800e-02
1.500075298975376e-02	1.331653e-02
1.500076625011749e-02	1.278048e-02
1.500078404581824e-02	1.213784e-02
