time	V(n005)
Step Information: L=25m Duty=0.5m  (Run: 1/44)
4.569207491325611e-07	1.336128e-02
4.748060323121663e-07	1.355359e-02
5.099612385747309e-07	1.374177e-02
5.686536171040698e-07	1.382537e-02
5.758279033509645e-07	1.382272e-02
5.901764758449706e-07	1.393462e-02
6.188736208327661e-07	1.468189e-02
6.435640477948402e-07	1.563952e-02
6.736246484157545e-07	1.685067e-02
6.912024106367921e-07	1.670204e-02
6.978346667333227e-07	1.616839e-02
7.041859511954397e-07	1.578348e-02
7.059571604304919e-07	1.558662e-02
7.065989101650086e-07	1.551662e-02
7.069255189688130e-07	1.552566e-02
7.073327208321871e-07	1.551893e-02
7.077218825983674e-07	1.549126e-02
7.085002061309447e-07	1.545100e-02
7.100568531960994e-07	1.535958e-02
7.125495000111833e-07	1.521836e-02
7.175347936415680e-07	1.494346e-02
7.261541742713783e-07	1.448938e-02
7.345430315572853e-07	1.407548e-02
7.496952949936474e-07	1.339096e-02
7.673123655859131e-07	1.269195e-02
8.025465067704445e-07	1.154335e-02
8.513043468767571e-07	1.031434e-02
9.024843197872907e-07	9.428909e-03
9.999999999999159e-07	8.272174e-03
1.009751568021092e-06	7.772499e-03
1.029254704063660e-06	6.841740e-03
1.049260431950673e-06	5.992836e-03
1.071086131607547e-06	5.216579e-03
1.114737530921077e-06	3.999241e-03
1.177398434846523e-06	2.732696e-03
1.244768447229098e-06	1.838077e-03
1.316015250340174e-06	1.266376e-03
1.398518644924428e-06	8.953598e-04
1.501476550865282e-06	6.676274e-04
1.632452511255355e-06	5.626812e-04
1.821682721691621e-06	5.551599e-04
2.088206956782791e-06	6.300054e-04
2.597530359624940e-06	8.209220e-04
3.597123762292881e-06	1.207203e-03
5.596310567628762e-06	1.979548e-03
9.594684178300525e-06	3.521734e-03
1.759143139964427e-05	6.596446e-03
5.311617584233177e-05	2.013834e-02
1.117099258423318e-04	4.205364e-02
1.898349258423319e-04	7.044715e-02
2.874911758423320e-04	1.046530e-01
4.046786758423321e-04	1.438894e-01
5.609286758423322e-04	1.932875e-01
7.367099258423324e-04	2.451177e-01
9.515536758423326e-04	3.034801e-01
9.710849258423326e-04	3.085339e-01
9.824687500000003e-04	3.114631e-01
9.884687500000011e-04	3.129980e-01
1.001000000000000e-03	3.161926e-01
1.001100000000000e-03	3.137428e-01
1.001300000000000e-03	3.105754e-01
1.001443671361983e-03	3.096106e-01
1.001549518878802e-03	3.094323e-01
1.001622725595866e-03	3.093425e-01
1.001669768489563e-03	3.091673e-01
1.001699614556679e-03	3.085858e-01
1.001716702848318e-03	3.078342e-01
1.001733861159860e-03	3.069205e-01
1.001756318518280e-03	3.057354e-01
1.001778974175055e-03	3.044769e-01
1.001824285488604e-03	3.013646e-01
1.001859174500836e-03	2.967936e-01
1.001891564091287e-03	2.870951e-01
1.001915624093956e-03	2.125757e-01
1.001937414837797e-03	2.338037e-02
1.001937666479662e-03	1.923838e-02
1.001938169763393e-03	1.051872e-02
1.001939176330853e-03	1.149074e-03
1.001940621618281e-03	-4.141785e-03
1.001942873774109e-03	-7.333593e-03
1.001947378085764e-03	-9.417951e-03
1.001956386709074e-03	-9.619151e-03
1.001974403955694e-03	-8.340729e-03
1.002000000000000e-03	-6.812557e-03
1.002002559604431e-03	-6.454740e-03
1.002007678813293e-03	-5.949342e-03
1.002017917231015e-03	-5.171603e-03
1.002038394066460e-03	-3.931029e-03
1.002071900650504e-03	-2.479377e-03
1.002109045091969e-03	-1.436383e-03
1.002142483874722e-03	-8.683020e-04
1.002174484480037e-03	-5.404807e-04
1.002206277150106e-03	-3.389196e-04
1.002239009446846e-03	-2.097114e-04
1.002271616711773e-03	-1.297426e-04
1.002304337724985e-03	-8.012521e-05
1.002336772277351e-03	-4.968862e-05
1.002369375754837e-03	-3.075332e-05
1.002401860483146e-03	-1.906484e-05
1.002434478492558e-03	-1.179777e-05
1.002466975510874e-03	-7.314414e-06
1.002499583760946e-03	-4.528590e-06
1.002532060209201e-03	-2.810951e-06
1.002564703816362e-03	-1.741257e-06
1.002597102964383e-03	-1.084342e-06
1.002629875857271e-03	-6.722091e-07
1.002662029714367e-03	-4.222539e-07
1.002695199786851e-03	-2.618936e-07
1.002726668628934e-03	-1.678993e-07
1.002761445185644e-03	-1.069807e-07
1.002801074237369e-03	-6.259846e-08
1.002855082500687e-03	-3.574218e-08
1.002914919189355e-03	-1.831090e-08
1.003013621231284e-03	-1.265102e-08
1.003131686773397e-03	-8.122811e-09
1.003367817857623e-03	-9.611025e-09
1.016174676849190e-03	-8.964093e-09
1.341894660324356e-03	-9.109385e-09
1.673925910324356e-03	-9.262521e-09
1.986425910324357e-03	-9.441806e-09
2.298925910324357e-03	-9.659857e-09
2.611425910324357e-03	-9.924179e-09
2.904394660324358e-03	-1.022556e-08
3.197363410324352e-03	-1.058095e-08
3.490332160324345e-03	-1.101807e-08
3.763769660324340e-03	-1.150727e-08
4.037207160324334e-03	-1.210094e-08
4.310644660324328e-03	-1.283058e-08
4.564550910324323e-03	-1.365919e-08
4.798925910324318e-03	-1.461569e-08
4.955175910324314e-03	-1.538240e-08
4.974707160324314e-03	-1.764797e-08
4.980468750000001e-03	-1.637250e-08
4.988476820648627e-03	-3.129722e-08
4.991476820648627e-03	-1.103945e-08
4.995476820648628e-03	-1.893841e-09
4.996476820648628e-03	-9.364022e-09
4.998000000000000e-03	-9.267666e-09
4.999000000000000e-03	-1.564638e-08
5.000000000000000e-03	-3.915301e-06
5.000004399995907e-03	1.676382e-04
5.000013199987719e-03	4.921260e-04
5.000025030440995e-03	8.828907e-04
5.000036284419918e-03	1.191662e-03
5.000058792377761e-03	1.669349e-03
5.000087971272710e-03	2.105315e-03
5.000133046310425e-03	2.510669e-03
5.000191182176829e-03	2.773660e-03
5.000280936462880e-03	3.304049e-03
5.000381135405286e-03	1.650504e-02
5.000422173015211e-03	3.650754e-02
5.000447438150701e-03	4.753590e-02
5.000468840502298e-03	4.872743e-02
5.000491281507709e-03	4.843578e-02
5.000513239066830e-03	4.858553e-02
5.000554406092954e-03	4.847250e-02
5.000593746418001e-03	4.851470e-02
5.000637496907510e-03	4.938987e-02
5.000671515156205e-03	5.072847e-02
5.000702868541470e-03	5.144096e-02
5.000715052803897e-03	5.081109e-02
5.000718340961103e-03	5.067499e-02
5.000719982966227e-03	5.055521e-02
5.000722212677474e-03	5.036547e-02
5.000724657647923e-03	5.024333e-02
5.000727767565940e-03	5.002403e-02
5.000733940044371e-03	4.970308e-02
5.000742767164268e-03	4.922191e-02
5.000751084424624e-03	4.881061e-02
5.000767718945336e-03	4.804033e-02
5.000786866738225e-03	4.728013e-02
5.000825162324002e-03	4.604786e-02
5.000883559851345e-03	4.473358e-02
5.001000000000000e-03	4.386153e-02
5.001011644014865e-03	4.266219e-02
5.001034932044597e-03	4.126628e-02
5.001062806958460e-03	4.014504e-02
5.001094246619136e-03	3.914923e-02
5.001157125940489e-03	3.778207e-02
5.001282884583195e-03	3.621202e-02
5.001429630544825e-03	3.540685e-02
5.001627006050321e-03	3.511557e-02
5.001889399502427e-03	3.510180e-02
5.002339030811089e-03	3.524768e-02
5.003080808937114e-03	3.552298e-02
5.004564365189163e-03	3.607496e-02
5.007531477693263e-03	3.717732e-02
5.013465702701460e-03	3.937700e-02
5.025334152717857e-03	4.375777e-02
5.103459152717855e-03	7.209062e-02
5.201115402717853e-03	1.062304e-01
5.318302902717851e-03	1.453910e-01
5.474552902717847e-03	1.946936e-01
5.650334152717843e-03	2.464237e-01
5.865177902717839e-03	3.046734e-01
5.962834152717837e-03	3.294609e-01
5.982365402717836e-03	3.343069e-01
5.985365402717837e-03	3.350466e-01
5.993730805435677e-03	3.371036e-01
6.000000000000000e-03	3.386402e-01
6.001000000000000e-03	3.388804e-01
6.001100000000001e-03	3.364326e-01
6.001300000000000e-03	3.332623e-01
6.001442913702535e-03	3.322982e-01
6.001547792110353e-03	3.321168e-01
6.001619992584023e-03	3.320196e-01
6.001666365330300e-03	3.318190e-01
6.001695799894431e-03	3.311653e-01
6.001715085358817e-03	3.302794e-01
6.001732513084427e-03	3.293576e-01
6.001756642605898e-03	3.280787e-01
6.001784688239789e-03	3.264318e-01
6.001840779507571e-03	3.212157e-01
6.001876757786669e-03	3.133628e-01
6.001902538847292e-03	2.496618e-01
6.001929371847061e-03	6.622303e-02
6.001929670029175e-03	5.868695e-02
6.001930266393403e-03	3.923607e-02
6.001931459121859e-03	1.860257e-02
6.001932764601575e-03	8.054527e-03
6.001934870551828e-03	-1.905516e-04
6.001939082452334e-03	-6.910335e-03
6.001946692582013e-03	-9.364141e-03
6.001961912841369e-03	-8.730564e-03
6.001978162402059e-03	-7.587142e-03
6.002000000000000e-03	-6.015943e-03
6.002002183759795e-03	-6.013150e-03
6.002006551279383e-03	-5.749190e-03
6.002015286318559e-03	-5.097798e-03
6.002032756396913e-03	-4.042130e-03
6.002067696553620e-03	-2.511480e-03
6.002104015317258e-03	-1.461867e-03
6.002135133206287e-03	-9.171097e-04
6.002167934144586e-03	-5.670180e-04
6.002199526163278e-03	-3.562891e-04
6.002232933419915e-03	-2.182652e-04
6.002265034727448e-03	-1.358775e-04
6.002298055589289e-03	-8.361026e-05
6.002330197206877e-03	-5.205326e-05
6.002363046570623e-03	-3.211549e-05
6.002395375036335e-03	-1.994643e-05
6.002428082340291e-03	-1.233047e-05
6.002460569055510e-03	-7.643544e-06
6.002493070373975e-03	-4.740280e-06
6.002525815521402e-03	-2.929581e-06
6.002557958715081e-03	-1.827215e-06
6.002591248718380e-03	-1.121484e-06
6.002622624000060e-03	-7.072134e-07
6.002657255055926e-03	-4.333119e-07
6.002691454817671e-03	-2.597106e-07
6.002736796359043e-03	-1.468965e-07
6.002783861142280e-03	-7.005950e-08
6.002862287665747e-03	-3.412964e-08
6.002943552578652e-03	-9.548633e-09
6.003106082404461e-03	-1.162933e-08
6.003317991276782e-03	-6.200480e-09
6.003741809021424e-03	-1.026926e-08
6.004589444510710e-03	-8.275947e-09
6.342518509189257e-03	-9.047085e-09
6.674549759189250e-03	-9.187602e-09
6.987049759189244e-03	-9.350060e-09
7.299549759189237e-03	-9.548671e-09
7.612049759189231e-03	-9.789574e-09
7.924549759189225e-03	-1.008118e-08
8.217518509189219e-03	-1.040576e-08
8.510487259189212e-03	-1.080787e-08
8.803456009189206e-03	-1.128183e-08
9.076893509189200e-03	-1.182639e-08
9.350331009189194e-03	-1.249180e-08
9.604237259189189e-03	-1.326578e-08
9.858143509189184e-03	-1.419255e-08
9.955799759189182e-03	-1.463695e-08
9.975331009189181e-03	-1.125409e-08
9.980468749999999e-03	-1.239740e-08
9.990744231621638e-03	7.390420e-09
9.991744231621639e-03	-2.556817e-09
9.993744231621637e-03	-1.616580e-08
9.996000000000001e-03	-2.896368e-08
9.997000000000002e-03	-1.475473e-08
9.999000000000001e-03	-1.482192e-08
9.999999999999998e-03	6.574051e-06
1.000000440005125e-02	1.693256e-04
1.000001320015374e-02	4.913108e-04
1.000002506542062e-02	8.837188e-04
1.000003634954591e-02	1.192917e-03
1.000005891779648e-02	1.671485e-03
1.000008815068967e-02	2.107417e-03
1.000013327947292e-02	2.512176e-03
1.000019152010047e-02	2.774640e-03
1.000028142607678e-02	3.552055e-03
1.000038690640579e-02	2.028243e-02
1.000042960458746e-02	4.114021e-02
1.000046152801544e-02	5.272356e-02
1.000048454063461e-02	5.302653e-02
1.000050899209570e-02	5.285552e-02
1.000054492019435e-02	5.295547e-02
1.000058908409006e-02	5.291019e-02
1.000063184950486e-02	5.363720e-02
1.000067579693914e-02	5.492388e-02
1.000071990860338e-02	5.498226e-02
1.000073171666640e-02	5.447732e-02
1.000074116862340e-02	5.393886e-02
1.000075069386253e-02	5.344396e-02
1.000075932257258e-02	5.301737e-02
1.000076867973334e-02	5.258781e-02
1.000077848144740e-02	5.216636e-02
1.000078940691904e-02	5.172963e-02
1.000080227567265e-02	5.126088e-02
1.000081819207492e-02	5.073474e-02
1.000083931100838e-02	5.013191e-02
1.000087004813579e-02	4.940456e-02
1.000091900972752e-02	4.854512e-02
1.000100000000000e-02	4.859150e-02
1.000100809902725e-02	4.735884e-02
1.000101810597039e-02	4.653080e-02
1.000103215691344e-02	4.586112e-02
1.000104756910080e-02	4.521154e-02
1.000107227344606e-02	4.431367e-02
1.000111400655402e-02	4.313076e-02
1.000118793335333e-02	4.175827e-02
1.000133578695194e-02	4.038305e-02
1.000156558723926e-02	3.965605e-02
1.000184383388407e-02	3.954742e-02
1.000226235648505e-02	3.967781e-02
1.000299966794203e-02	3.995047e-02
1.000447429085598e-02	4.049630e-02
1.000742353668389e-02	4.158659e-02
1.001332202833971e-02	4.376214e-02
1.010324401165135e-02	7.628767e-02
1.020090026165135e-02	1.102587e-01
1.033761901165135e-02	1.555357e-01
1.049386901165134e-02	2.041936e-01
1.068918151165134e-02	2.606905e-01
1.090402526165133e-02	3.177083e-01
1.096261901165133e-02	3.323857e-01
1.098315026165133e-02	3.374535e-01
1.098915026165133e-02	3.389231e-01
1.099998430092072e-02	3.415682e-01
1.100100000000000e-02	3.418097e-01
1.100110000000000e-02	3.393626e-01
1.100130000000000e-02	3.361924e-01
1.100144288843451e-02	3.352280e-01
1.100154766631262e-02	3.350463e-01
1.100161972607004e-02	3.349479e-01
1.100166600197698e-02	3.347431e-01
1.100169537175937e-02	3.340816e-01
1.100171464628886e-02	3.331915e-01
1.100173213946855e-02	3.322664e-01
1.100175585030227e-02	3.310093e-01
1.100178451084615e-02	3.293194e-01
1.100184098894009e-02	3.239828e-01
1.100187685867108e-02	3.159519e-01
1.100190258577337e-02	2.492360e-01
1.100192901417265e-02	5.951552e-02
1.100192929320119e-02	5.269534e-02
1.100192985125825e-02	3.526175e-02
1.100193096737237e-02	1.654335e-02
1.100193224649046e-02	6.693923e-03
1.100193429625444e-02	-8.326370e-04
1.100193839578239e-02	-7.024480e-03
1.100194592117102e-02	-9.346380e-03
1.100196097194826e-02	-8.726016e-03
1.100197799073976e-02	-7.537324e-03
1.100200000000000e-02	-5.975411e-03
1.100200220092602e-02	-5.968126e-03
1.100200660277807e-02	-5.701868e-03
1.100201540648216e-02	-5.051212e-03
1.100203301389036e-02	-3.998389e-03
1.100206822870674e-02	-2.473896e-03
1.100210440236799e-02	-1.441860e-03
1.100213543927035e-02	-9.058933e-04
1.100216821335290e-02	-5.604306e-04
1.100219984892297e-02	-3.519465e-04
1.100223325264893e-02	-2.155970e-04
1.100226536185019e-02	-1.341992e-04
1.100229836788184e-02	-8.259461e-05
1.100233051706733e-02	-5.141659e-05
1.100236336064640e-02	-3.172506e-05
1.100239569490880e-02	-1.970244e-05
1.100242839802992e-02	-1.218029e-05
1.100246088700481e-02	-7.550297e-06
1.100249338743901e-02	-4.682523e-06
1.100252613103909e-02	-2.894026e-06
1.100255827870110e-02	-1.804971e-06
1.100259155855919e-02	-1.108088e-06
1.100262294923491e-02	-6.987078e-07
1.100265754715257e-02	-4.279592e-07
1.100269154044567e-02	-2.574576e-07
1.100273640940999e-02	-1.463785e-07
1.100278298268246e-02	-7.050960e-08
1.100286036656452e-02	-3.445270e-08
1.100294024961907e-02	-9.933122e-09
1.100310001572818e-02	-1.160857e-08
1.100330564158056e-02	-6.199949e-09
1.100371689328531e-02	-1.026153e-08
1.100453939669482e-02	-8.271400e-09
1.134171449898003e-02	-9.039923e-09
1.167374574898002e-02	-9.178166e-09
1.198624574898001e-02	-9.338578e-09
1.229874574898001e-02	-9.534347e-09
1.237687074898000e-02	-9.589712e-09
1.268937074898000e-02	-9.839368e-09
1.300187074897999e-02	-1.014143e-08
1.329483949897999e-02	-1.047817e-08
1.358780824897998e-02	-1.089563e-08
1.388077699897997e-02	-1.138847e-08
1.415421449897997e-02	-1.195610e-08
1.442765199897996e-02	-1.265164e-08
1.468155824897996e-02	-1.346302e-08
1.493546449897995e-02	-1.443925e-08
1.495499574897995e-02	-1.454509e-08
1.497452699897995e-02	-1.191738e-08
1.498046875000000e-02	-1.379377e-08
1.498811649795990e-02	5.781722e-09
1.499111649795989e-02	-2.061355e-08
1.499511649795988e-02	-3.296173e-08
1.499611649795988e-02	-2.685200e-08
1.499811649795987e-02	-3.023793e-08
1.499900000000000e-02	-1.798322e-08
1.500000000000000e-02	6.315936e-06
1.500000440004816e-02	1.692459e-04
1.500001320014448e-02	4.912865e-04
1.500002506458167e-02	8.836656e-04
1.500003634795098e-02	1.192859e-03
1.500005891468959e-02	1.671415e-03
1.500008814616648e-02	2.107354e-03
1.500013327336452e-02	2.512133e-03
1.500019151122290e-02	2.774614e-03
1.500028141303876e-02	3.622126e-03
1.500038815067894e-02	2.092974e-02
1.500043123967815e-02	4.170725e-02
1.500046450770315e-02	5.331199e-02
1.500048827155713e-02	5.357138e-02
1.500051356261553e-02	5.343147e-02
1.500055453729121e-02	5.348271e-02
1.500059368163994e-02	5.351515e-02
1.500064092012932e-02	5.448126e-02
1.500067554347371e-02	5.561744e-02
1.500071622654901e-02	5.578699e-02
1.500072697073760e-02	5.531212e-02
1.500073734314338e-02	5.470027e-02
1.500074511103388e-02	5.428249e-02
1.500075239086139e-02	5.390562e-02
1.500075979710427e-02	5.354898e-02
1.500076658815793e-02	5.323287e-02
1.500077354263822e-02	5.292843e-02
1.500078058581701e-02	5.263277e-02
1.500078780711850e-02	5.234566e-02
1.500079553705404e-02	5.205472e-02
1.500080391332063e-02	5.175554e-02
1.500081335438277e-02	5.144192e-02
1.500082441098298e-02	5.109731e-02
1.500083799079862e-02	5.071481e-02
1.500085571772027e-02	5.026545e-02
1.500088059124217e-02	4.973306e-02
1.500091896126561e-02	4.903973e-02
1.500093415655955e-02	4.881192e-02
1.500096454714742e-02	4.844292e-02
1.500100000000000e-02	4.726359e-02
1.500100354528525e-02	4.763769e-02
1.500100865090139e-02	4.760241e-02
1.500101605407642e-02	4.721540e-02
1.500102407228610e-02	4.682141e-02
1.500103446027462e-02	4.634424e-02
1.500105181176623e-02	4.562774e-02
1.500107887212992e-02	4.467794e-02
1.500112220514768e-02	4.352127e-02
1.500120887118321e-02	4.207234e-02
1.500137642069656e-02	4.074561e-02
1.500160892522074e-02	4.018316e-02
1.500190952898125e-02	4.014080e-02
1.500235727258576e-02	4.029054e-02
1.500324577379838e-02	4.061964e-02
1.500502277622363e-02	4.127672e-02
1.500857678107413e-02	4.258915e-02
1.501568479077512e-02	4.520664e-02
1.510802581017710e-02	7.853684e-02
1.520568206017710e-02	1.124174e-01
1.534240081017710e-02	1.575739e-01
1.549865081017709e-02	2.061023e-01
1.569396331017709e-02	2.624487e-01
1.590880706017709e-02	3.193148e-01
1.596740081017708e-02	3.339559e-01
1.598246875000000e-02	3.376693e-01
1.598846875000001e-02	3.391383e-01
1.600000000000000e-02	3.419522e-01
1.600100000000000e-02	3.422043e-01
1.600110000000000e-02	3.397474e-01
1.600130000000000e-02	3.365725e-01
1.600144294594844e-02	3.356078e-01
1.600154764883806e-02	3.354261e-01
1.600161968374696e-02	3.353277e-01
1.600166593996377e-02	3.351225e-01
1.600169529952326e-02	3.344604e-01
1.600171457136521e-02	3.335701e-01
1.600173206919584e-02	3.326447e-01
1.600175574799867e-02	3.313894e-01
1.600178445690822e-02	3.296965e-01
1.600184087208146e-02	3.243668e-01
1.600187672910872e-02	3.163442e-01
1.600190245139147e-02	2.496758e-01
1.600192889703340e-02	5.993730e-02
1.600192917693841e-02	5.308211e-02
1.600192973674843e-02	3.555271e-02
1.600193085636846e-02	1.672943e-02
1.600193213587577e-02	6.832253e-03
1.600193418948008e-02	-7.566149e-04
1.600193829668871e-02	-7.000659e-03
1.600194582126396e-02	-9.340873e-03
1.600196087041445e-02	-8.724781e-03
1.600197801813619e-02	-7.528392e-03
1.600200000000000e-02	-5.969143e-03
1.600200219818638e-02	-5.962725e-03
1.600200659455914e-02	-5.697451e-03
1.600201538730467e-02	-5.048031e-03
1.600203297279571e-02	-3.996948e-03
1.600206814377781e-02	-2.474656e-03
1.600210434008519e-02	-1.442012e-03
1.600213538972073e-02	-9.057780e-04
1.600216816796960e-02	-5.603047e-04
1.600219979663352e-02	-3.518995e-04
1.600223320086504e-02	-2.155695e-04
1.600226530878047e-02	-1.341849e-04
1.600229831713109e-02	-8.258310e-05
1.600233046508760e-02	-5.141013e-05
1.600236330958856e-02	-3.172069e-05
1.600239564287134e-02	-1.969998e-05
1.600242834671273e-02	-1.217867e-05
1.600246083518721e-02	-7.549334e-06
1.600249333594391e-02	-4.681908e-06
1.600252607943779e-02	-2.893646e-06
1.600255822687589e-02	-1.804739e-06
1.600259150743207e-02	-1.107930e-06
1.600262289686571e-02	-6.986157e-07
1.600265749752412e-02	-4.279366e-07
1.600269151951117e-02	-2.573258e-07
1.600273644688165e-02	-1.462151e-07
1.600278308834723e-02	-7.035277e-08
1.600286059714886e-02	-3.437089e-08
1.600294066784501e-02	-9.886132e-09
1.600310080923732e-02	-1.160395e-08
1.600330727899940e-02	-6.205331e-09
1.600372021852356e-02	-1.025766e-08
1.600454609757190e-02	-8.272309e-09
1.634182246902188e-02	-9.038786e-09
1.667385371902187e-02	-9.177143e-09
1.698635371902187e-02	-9.337214e-09
1.729885371902186e-02	-9.532755e-09
1.761135371902185e-02	-9.770361e-09
1.792385371902185e-02	-1.005787e-08
1.821682246902184e-02	-1.037813e-08
1.850979121902183e-02	-1.077444e-08
1.880275996902183e-02	-1.124113e-08
1.897854121902182e-02	-1.158230e-08
1.899807246902182e-02	-6.855442e-09
1.900000000000000e-02	-6.336677e-09
Step Information: L=25m Duty=1.5m  (Run: 9/44)
0.000000000000000e+00	2.702515e-11
2.397176361492587e-09	1.017318e-04
7.191529084477760e-09	3.058813e-04
1.069083481919537e-08	4.496566e-04
1.420203532640635e-08	5.849199e-04
2.009800974798505e-08	7.959679e-04
2.748647203636503e-08	1.035509e-03
3.848789570750667e-08	1.346321e-03
5.285709516801053e-08	1.682423e-03
7.402637233972290e-08	2.062640e-03
1.037829612700325e-07	2.430458e-03
1.500670263785645e-07	2.761821e-03
2.202262870593975e-07	2.988465e-03
3.127563992936025e-07	3.093092e-03
3.457902385799877e-07	3.163114e-03
3.676990781595422e-07	3.493258e-03
3.856556204052865e-07	4.449739e-03
3.961798356287571e-07	5.785397e-03
4.056888482310405e-07	7.719212e-03
4.148594589935706e-07	9.745410e-03
4.284427994247480e-07	1.196305e-02
4.417263817866474e-07	1.299230e-02
4.559255067939326e-07	1.335092e-02
4.722789292903144e-07	1.353335e-02
5.049857742830781e-07	1.373221e-02
5.592977193246904e-07	1.385789e-02
5.673776111536459e-07	1.383152e-02
5.835373948115570e-07	1.386918e-02
6.158569621275960e-07	1.459725e-02
6.398017004833213e-07	1.549045e-02
6.684365496101557e-07	1.666012e-02
6.910454744685213e-07	1.664481e-02
6.988205038926248e-07	1.611411e-02
7.062063637260779e-07	1.566784e-02
7.086699974304545e-07	1.541520e-02
7.096172691260002e-07	1.537439e-02
7.099533066510632e-07	1.540046e-02
7.102281728305765e-07	1.538383e-02
7.105536707708096e-07	1.534750e-02
7.110817989038325e-07	1.531975e-02
7.118951084014898e-07	1.527114e-02
7.135217273968042e-07	1.518003e-02
7.155086924339697e-07	1.506939e-02
7.251672293111591e-07	1.455819e-02
7.365364429164425e-07	1.400045e-02
7.485500281780195e-07	1.346294e-02
7.725771987011736e-07	1.252254e-02
8.022585364024070e-07	1.157665e-02
8.616212118050907e-07	1.012102e-02
8.992485410305902e-07	9.420224e-03
9.247453415489170e-07	9.062529e-03
9.490063989632622e-07	8.776391e-03
9.564208575871518e-07	8.701170e-03
9.840270003922541e-07	8.459109e-03
9.999999999999159e-07	8.339615e-03
1.004791899882236e-06	8.078822e-03
1.021250464363580e-06	7.252816e-03
1.038190557898317e-06	6.508842e-03
1.066380656775069e-06	5.472592e-03
1.122760854528572e-06	3.899663e-03
1.190864416956506e-06	2.643130e-03
1.301883608550254e-06	1.510628e-03
1.424954772369759e-06	9.407310e-04
1.613381909608674e-06	6.902514e-04
1.866406526794756e-06	6.909049e-04
2.364314803592407e-06	9.020795e-04
3.266992696710457e-06	1.333474e-03
5.072348482946555e-06	2.198340e-03
8.683060055418752e-06	3.924468e-03
1.590448320036293e-05	7.364761e-03
3.034732949025129e-05	1.420532e-02
6.940982949025132e-05	3.247410e-02
1.280035794902514e-04	5.919841e-02
2.061285794902514e-04	9.358495e-02
3.037848294902515e-04	1.346455e-01
4.209723294902516e-04	1.812381e-01
5.576910794902518e-04	2.321191e-01
7.139410794902519e-04	2.859985e-01
9.092535794902521e-04	3.474618e-01
1.124097329490252e-03	4.082234e-01
1.378003579490252e-03	4.717885e-01
1.481468750000000e-03	4.953828e-01
1.489382158980505e-03	4.971358e-01
1.492382158980505e-03	4.977981e-01
1.501000000000000e-03	4.996950e-01
1.501100000000000e-03	4.972407e-01
1.501300000000000e-03	4.940432e-01
1.501436622522711e-03	4.930928e-01
1.501534685206300e-03	4.928896e-01
1.501600675457838e-03	4.927218e-01
1.501642755124968e-03	4.922681e-01
1.501665803462080e-03	4.914792e-01
1.501689849292650e-03	4.902350e-01
1.501712701749870e-03	4.890216e-01
1.501736324668395e-03	4.877016e-01
1.501783570505445e-03	4.842275e-01
1.501819934671507e-03	4.787751e-01
1.501848896433922e-03	4.688941e-01
1.501869454528887e-03	3.788357e-01
1.501887400057243e-03	1.490625e-01
1.501887583402914e-03	1.429547e-01
1.501887950094256e-03	1.265722e-01
1.501888683476940e-03	1.017985e-01
1.501889766002885e-03	7.632691e-02
1.501891327092083e-03	5.109801e-02
1.501894449270481e-03	2.227287e-02
1.501900693627277e-03	6.629624e-04
1.501913182340868e-03	-7.465926e-03
1.501926836207237e-03	-7.538539e-03
1.501954143939975e-03	-6.208065e-03
1.502000000000000e-03	-4.756932e-03
1.502004585606002e-03	-4.341317e-03
1.502013756818008e-03	-3.764182e-03
1.502032099242017e-03	-2.952033e-03
1.502068784090037e-03	-1.785163e-03
1.502104164053574e-03	-1.047836e-03
1.502134761583151e-03	-6.635681e-04
1.502167372062109e-03	-4.119713e-04
1.502199254838718e-03	-2.578572e-04
1.502232618332240e-03	-1.579652e-04
1.502264785244133e-03	-9.823708e-05
1.502297680549505e-03	-6.055294e-05
1.502329904711355e-03	-3.766184e-05
1.502362659867230e-03	-2.326562e-05
1.502395102579105e-03	-1.442929e-05
1.502427660677361e-03	-8.938036e-06
1.502460339437116e-03	-5.527851e-06
1.502492565296934e-03	-3.440941e-06
1.502525716209065e-03	-2.115791e-06
1.502557294399621e-03	-1.328668e-06
1.502587506328238e-03	-8.600206e-07
1.502619462782896e-03	-5.428682e-07
1.502647856788106e-03	-3.640594e-07
1.502679223994293e-03	-2.360067e-07
1.502705943010145e-03	-1.623933e-07
1.502734404788006e-03	-1.063467e-07
1.502763016484680e-03	-7.502626e-08
1.502791050487468e-03	-4.981168e-08
1.502820665435545e-03	-4.359418e-08
1.502853974918888e-03	-2.267136e-08
1.502893088598273e-03	-2.203242e-08
1.502933519322751e-03	-1.036864e-08
1.502986179849755e-03	-1.413118e-08
1.503039995443429e-03	-6.608058e-09
1.503117892148386e-03	-1.109196e-08
1.503193713801586e-03	-7.320230e-09
1.503303516060112e-03	-1.137082e-08
1.503419166850432e-03	-9.082773e-09
1.503571122177561e-03	-1.224007e-08
1.503770400229434e-03	-9.748026e-09
1.504042512416006e-03	-1.195059e-08
1.504456385461532e-03	-1.010948e-08
1.505131625172755e-03	-1.145183e-08
1.777610185457374e-03	-1.094116e-08
2.051047685457375e-03	-1.102160e-08
2.324485185457375e-03	-1.113523e-08
2.578391435457375e-03	-1.127404e-08
2.832297685457375e-03	-1.144690e-08
3.086203935457371e-03	-1.166188e-08
3.340110185457366e-03	-1.192222e-08
3.594016435457360e-03	-1.224055e-08
3.828391435457356e-03	-1.259320e-08
